szerzo,count 1,wiki,évek,jegyzet,sex,dateOfBirth,placeOfBirth,placeOfBirthX,placeOfBirthY,dateOfDeath,placeOfDeath,placeOfDeathX,placeOfDeathY,viaf,gndID
LÁSZLÓFFY Aladár,16,https://www.wikidata.org/wiki/Q716696,NA,NA,férfi,1937-05-18,Torda,23.783333333,46.566666666,2009-04-20,Budapest,19.040833333,47.498333333,418881,1043713263
LATKÓCZY Mihály,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LATOR László,13,https://www.wikidata.org/wiki/Q641780,NA,NA,NA,1927-11-19,Trosnyk,NA,NA,2023-07-17,NA,NA,NA,NA,NA
LAUKA Gusztáv,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁZÁR (Béla),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁZÁR András,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁZÁR Ervin,4,https://www.wikidata.org/wiki/Q780538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÁZÁR István,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LEBOURG Paul & Jean,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LECHNER Gyula,111,https://www.wikidata.org/wiki/Q1128542,NA,"wikidatában festő, wikipédiában költő, műforditó stb. is. Más lechner gyula nincs...",férfi,1841-02-05,Budapest,19.040833333,47.498333333,1914-06-10,Budapest,19.040833333,47.498333333,54546421,NA
LEFFLER Béla,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LENDVAI István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LENGYEL Balázs,1,https://www.wikidata.org/wiki/Q659061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LENGYEL Emil,2,https://www.wikidata.org/wiki/Q22670607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LENGYEL Géza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LENGYEL Gizella,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LENGYEL József,90,https://www.wikidata.org/wiki/Q1128999,NA,NA,férfi,1896-08-04,Marcali,17.406388888,46.583055555,1975-07-12,Budapest,19.040833333,47.498333333,67267299,119048922
LENGYEL Menyhért,18,https://www.wikidata.org/wiki/Q898188,NA,NA,férfi,1880-01-12,Balmazújváros,21.35,47.616666666,1974-10-23,Budapest,19.040833333,47.498333333,46968281,118907204
LENGYEL Olga,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LENGYEL Péter,1,https://www.wikidata.org/wiki/Q776769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LENKEI Henrik,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LESTYÁN Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LESZLEI Márta,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LESZNAI Anna,14,https://www.wikidata.org/wiki/Q561664,NA,NA,nő,1885-01-03,Alsókörtvélyes,21.783333333,48.8,1966-10-02,New York,-73.94,40.67,57099999,106370340
LÉTAY Lajos,48,https://www.wikidata.org/wiki/Q1160494,NA,NA,férfi,1920-01-23,NA,NA,NA,2007-09-26,Kolozsvár,23.559444444,46.78,11916140,NA
LÉVAI Jenő,2,https://www.wikidata.org/wiki/Q1160507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÉVAY József,50,https://www.wikidata.org/wiki/Q1160515,NA,NA,férfi,1825-11-18,Sajószentpéter,20.718333333,48.216944444,1918-07-04,Miskolc,20.783333333,48.1,33625362,1019347031
LÉVAY Mihály,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGETI Ernő,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGETI Károly,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGETI Kerthen,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LIGETI Vilma,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LISZNYAI Kálmán,25,https://www.wikidata.org/wiki/Q1130428,NA,NA,férfi,1823-10-13,Herencsény,19.483333,47.983333,1863-02-12,Buda,19.05,47.466666666,51249,104331380
LITHVAY Viktorin,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOEW Vilmos N.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÖKKÖS Antal,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LONDESZ Elek,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÓRÁND Lőrinc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÓRÁNT István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LŐRINCZ András,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LŐRINCZ Miklós,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LŐRINCZY György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOSCHNI A. Mária,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOSONCZY László,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOVÁSZY Károly,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOVÁSZY Márton,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LOVIK Károly,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LÖWY Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUKÁCS Béla,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUKÁCS György,4,https://www.wikidata.org/wiki/Q151523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LULOFS M. H.,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUPU, Joan",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
LUX Terka,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁCS József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MACSKÁSSY,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MADÁCH Imre,110,https://www.wikidata.org/wiki/Q366331,NA,NA,férfi,1820-01-20,Alsósztregova,19.48833333,48.25027778,1864-10-05,Alsósztregova,19.48833333,48.25027778,39420074,118575996
MADÁR Erzsébet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MADARASSY L.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MADARÁSZ Emil,117,https://www.wikidata.org/wiki/Q15123834,NA,NA,férfi,1884-11-12,Nagyszentmiklós,20.629444444,46.072222222,1962-02-18,NA,NA,NA,306153754,NA
MAGOS Ernő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGYAR Bálint,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGYARI Lajos,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAGYARODI,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAILÁTH János,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAJOR Nándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAJOR Ottó,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAJOROS István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAJTÉNYI Erik,6,https://www.wikidata.org/wiki/Q1163758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAJTÉNYI Mihály,14,https://www.wikidata.org/wiki/Q1163766,NA,NA,férfi,1901-07-21,Nagybecskerek,20.386111111,45.377777777,1974-07-07,Újvidék,19.831666666,45.264444444,79245010,1071966359
MAJTHÉNYI Flóra,13,https://www.wikidata.org/wiki/Q1163749,NA,NA,nő,1837-01-01,Nyitranovák,18.533333333,48.716666666,1915-05-18,Budapest,19.040833333,47.498333333,121378899,122114027
MAJTHÉNYI Mihály,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAKAI Emil,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAKAI Sándor,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAKAY Ida,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALOM Lujza,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MALONYAY Dezső,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁNDI Éva,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁNDY Iván,56,https://www.wikidata.org/wiki/Q185558,NA,NA,férfi,1918-12-23,Budapest,19.040833333,47.498333333,1995-10-06,Budapest,19.040833333,47.498333333,20087498,119336154
MÁRAI Sándor,99,https://www.wikidata.org/wiki/Q36951,NA,NA,férfi,1900-04-11,Kassa,21.25,48.716666666,1989-02-21,San Diego,-117.1625,32.715,17266902,118730789
MARCONNAY Tibor,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARÉK Veronika,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁRFFY Oszkár,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARGITAY Dezső,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARGOCSY József,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁRIÁSSY Judit,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARIAY Ödön,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁRK Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁRKI Zoltán,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARKOVITS Rodion,10,https://www.wikidata.org/wiki/Q1165539,NA,NA,férfi,1884-07-15,Q5055297,23.220424,47.943801,1948-08-27,Temesvár,21.23,45.759722222,79325063,1104858274
MÁRKUS József,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁRKUS Miklós,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAROS Antal,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAROSI Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAROTHY Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MARSALL László,17,https://www.wikidata.org/wiki/Q650045,NA,NA,férfi,1933-11-03,Szeged,20.166666666,46.25,2013-06-25,Budapest,19.040833333,47.498333333,84577071,NA
MARSCHALKO Lia,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁRTON László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁTÉ György,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁTÉ Imre,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MATISZ Pál,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁTYÁS Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÁTYÁS király,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MAY-MARCZALI Erzsébet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÉCS László,175,https://www.wikidata.org/wiki/Q1212738,NA,NA,férfi,1895-01-17,Hernádszentistván,21.241666666,48.795,1978-11-09,Pannonhalma,17.748333333,47.548611111,79460053,122066294
MEDGYES Lajos,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEDNYÁNSZKY Alajos báró,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEDVECKY Bella,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEGYERI Sári,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÉHES György,2,https://www.wikidata.org/wiki/Q12348554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MELHA-HILF Paula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÉLIUSZ József,11,https://www.wikidata.org/wiki/Q1212830,NA,NA,férfi,1909-01-12,Temesvár,21.23,45.759722222,1995-12-01,Bukarest,26.083333333,44.4,100384185,119085518
MELLER Rózsi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MENCZEL Aladár,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MENTES Mihály,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MENTOVICH Ferenc,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÉRAY HORVÁTH Károly,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÉRAY Tibor,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÉRY Károly,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MESTERHÁZI Lajos,46,https://www.wikidata.org/wiki/Q1176198,NA,NA,férfi,1916-03-03,Kispest,19.1478,47.4522,1979-04-04,Budapest,19.040833333,47.498333333,17719818,1076085768
MÉSZÁROS Ferenc,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÉSZÖLY Miklós,30,https://www.wikidata.org/wiki/Q926601,NA,NA,férfi,1921-01-19,Szekszárd,18.703888888,46.355833333,2001-07-22,Budapest,19.040833333,47.498333333,112090815,119122979
MEZEI András,25,https://www.wikidata.org/wiki/Q1176411,NA,NA,férfi,1930-12-23,Budapest,19.040833333,47.498333333,2008-05-30,Budapest,19.040833333,47.498333333,64131696,121042561
MEZEI Ernő,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MEZEY Katalin,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIKES György,44,https://www.wikidata.org/wiki/Q19469,NA,"DELETE ? nem világos, hogy az a viszonylag kevés könyve, ami fel van sorolva, azért van-e a listában, mert ezek spec magyarból lettek forditva pl. németre? (szemben másokkal?) Azaz: magyar iró-e egyáltalán?",férfi,1912-02-15,Siklós,18.298611111,45.851944444,1987-08-30,London,-0.1275,51.507222222,24639944,119238667
MIKES Kelemen,8,https://www.wikidata.org/wiki/Q540184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIKES Margit,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIKLÓS Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIKSZÁTH Kálmán,723,https://www.wikidata.org/wiki/Q350552,NA,NA,férfi,1847-01-16,Mikszáthfalva,19.357777777,48.16,1910-05-28,Budapest,19.040833333,47.498333333,46774986,11912369X
MINDSZENTY Gedeon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MINDSZENTY József,3,https://www.wikidata.org/wiki/Q162655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOCSÁR Gábor,12,https://www.wikidata.org/wiki/Q1178190,NA,NA,férfi,1921-02-24,Nyírmártonfalva,21.9,47.583333333,1988-12-03,Debrecen,21.639166666,47.53,29576252,NA
MOHOLY NAGY László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLDOVA György,72,https://www.wikidata.org/wiki/Q640251,NA,NA,NA,1934-03-12,Budapest,NA,NA,2022-06-04,Budapest,NA,NA,NA,NA
MOLDOVÁN Domokos,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLLINÁRY Gizella,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLNÁR Ákos,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLNÁR E. G.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLNÁR Ferenc,435,https://www.wikidata.org/wiki/Q296809,NA,NA,férfi,1878-01-12,Budapest,19.040833333,47.498333333,1952-04-01,New York,-73.94,40.67,12312633,118734598
MOLNÁR Gábor,3,https://www.wikidata.org/wiki/Q1178624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLNÁR Géza,25,https://www.wikidata.org/wiki/Q1178633,NA,NA,férfi,1923-11-06,Rákospalota,19.116667,47.5625,2011-10-11,Budapest,19.040833333,47.498333333,108825358,NA
MOLNÁR Gido,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLNÁR Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLNÁR László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLNÁR Zoltán,10,https://www.wikidata.org/wiki/Q1178758,NA,NA,férfi,1972-01-05,NA,NA,NA,1995-07-12,NA,NA,NA,1844002,NA
MOLTER Károly,3,https://www.wikidata.org/wiki/Q745386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MOLY Tamás,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÓRA Ferenc,326,https://www.wikidata.org/wiki/Q774280,NA,NA,férfi,1879-07-19,Kiskunfélegyháza,19.85,46.705,1934-02-08,Szeged,20.166666666,46.25,73857588,119049031
MÓRA István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MORAVETZ Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÓRICZ Virág,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÓRICZ Zsigmond,690,https://www.wikidata.org/wiki/Q227312,NA,NA,férfi,1879-06-29,Tiszacsécse,22.75,48.1,1942-09-04,Budapest,19.040833333,47.498333333,22179627,119285703
MORVAY Gyula,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÜLLER Péter,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUNKÁCSI Márton,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUNKÁCSI Miklós,1,https://www.wikidata.org/wiki/Q1179829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUNKÁCSY Kálmán,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MÜNNICH Ferenc,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MURAI Károly,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MURÁNYI KOVÁCS Endre,8,https://www.wikidata.org/wiki/Q95254181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MUSZKÁS Ottó,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÁDAI Pál,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NADÁNYI Zoltán,13,https://www.wikidata.org/wiki/Q1213852,NA,NA,férfi,1892-10-09,Feketegyörös,21.908939,46.724942,1955-02-02,Budapest,19.040833333,47.498333333,62356340,119340100
NÁDAS József,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÁDAS Péter,1,https://www.wikidata.org/wiki/Q336698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÁDAS Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NADLER Herbert,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÁDLER Pálma,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAEVIS Alba,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Dániel,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY E. Margit,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Emma,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Endre,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Gusztáv,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Ignác,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Imre,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY István,42,https://www.wikidata.org/wiki/Q1214276,NA,NA,férfi,1904-02-22,Kolozsvár,23.559444444,46.78,1977-04-24,Kolozsvár,23.559444444,46.78,79262750,NA
NAGY József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Katalin,3,https://www.wikidata.org/wiki/Q1214324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Kristóf és Mária,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Lajos,276,https://www.wikidata.org/wiki/Q130141,NA,NA,férfi,1883-02-05,Apostag,18.959722222,46.880833333,1954-10-28,Budapest,19.040833333,47.498333333,32039157,118586327
NAGY László,196,https://www.wikidata.org/wiki/Q250100,NA,NA,férfi,1925-07-17,Iszkáz,17.296019444,47.169319444,1978-01-30,Budapest,19.040833333,47.498333333,1231450664815666e5,NA
NAGY Miklós,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY S. József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Sándor,15,https://www.wikidata.org/wiki/Q677901,NA,NA,férfi,1922-06-10,Nagybaracska,18.9,46.05,1990-04-04,Budapest,19.040833333,47.498333333,121524062,170519163
NAGY Sándor (K),12,NA,NA,"NA
RESOLVE
a legtöbb Nagy Sándor (K) entry valójában a másik Nagy Sándorhoz tartozik. Ez a NS csak két 1900-as kalendárium-megjelenéssel van jelen. Azonosithatatlan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGY Zoltán,16,https://www.wikidata.org/wiki/Q1214563,NA,NA,férfi,1884-05-15,Érmihályfalva,22.13,47.52,1945-07-04,Budapest V. kerülete,19.05,47.5,73845449,NA
NAGYIVÁNYI Zoltán,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NAGYKÁSZONY Zoltán,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEDECZKY Elek,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEMES György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEMES István,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEMES László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEMES NAGY Ágnes,93,https://www.wikidata.org/wiki/Q721607,NA,NA,nő,1922-01-03,Budapest,19.040833333,47.498333333,1991-08-23,Budapest,19.040833333,47.498333333,66597749,119434113
NÉMETH Andor,10,https://www.wikidata.org/wiki/Q1220633,NA,NA,férfi,1891-12-28,Celldömölk,17.1525,47.2575,1953-11-13,Budapest,19.040833333,47.498333333,103219656,NA
NÉMETH G.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÉMETH Géza,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÉMETH H. István,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÉMETH Imre,5,https://www.wikidata.org/wiki/Q23698827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÉMETH János (Szentirmay Elemér),3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÉMETH Johanna,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÉMETH László,125,https://www.wikidata.org/wiki/Q303480,NA,NA,férfi,1901-04-18,Nagybánya,23.581944444,47.659722222,1975-03-03,Budapest,19.040833333,47.498333333,64020064,11903350X
NÉMETH Zoltán,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NEVIS Alba,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NÓTI Károly,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOUVELLES,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NOVOBÁCZKY Sándor,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYÉKI-VÖRÖS Mátyás,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYERGES András,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYILAS Sámuel,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NYÍRŐ József,48,https://www.wikidata.org/wiki/Q833442,NA,NA,férfi,1889-07-28,Székelyzsombor,25.388189,46.10954,1953-10-16,Madrid,-3.691944444,40.418888888,39423525,115548661
